Id,Name,Description__c,Department__c,Category__c,Sub_Category__c,Type__c,Quantity__c,Unit_Price__c
a00P0000006KYZCIA4,Sour Puss Sour Apple,justo eu massa donec dapibus duis at velit eu est congue elementum,Support,Tier 1,Cat2,TypeA,6,16.73
a00P0000006KYZDIA4,Banana - Leaves,ut dolor morbi vel lectus in quam fringilla rhoncus mauris,Sales,Sales Engineering,Cat1,TypeA,8,1.73
a00P0000006KYZEIA4,"Artichokes - Knobless, White",condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,Sales,Pre Sales,Cat1,TypeB,3,68.38
a00P0000006KYZFIA4,Capers - Ox Eye Daisy,integer non velit donec diam neque vestibulum eget vulputate ut,Support,Tier 3,Cat3,TypeA,2,93.37
a00P0000006KYZGIA4,Energy Drink Bawls,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,Development,Quality Assurance,Cat3,TypeB,2,48.6
a00P0000006KYZHIA4,Pumpkin,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,Sales,Sales Engineering,Cat1,TypeA,7,32.38
a00P0000006KYZIIA4,"Fish - Artic Char, Cold Smoked",purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,Development,Quality Assurance,Cat2,TypeC,8,12.74
a00P0000006KYZJIA4,Wine - Cabernet Sauvignon,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,Development,Quality Assurance,Cat2,TypeB,6,27.61
a00P0000006KYZKIA4,Pepper - Chili Powder,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,Marketing,ABM,Cat3,TypeC,7,62.9
a00P0000006KYZLIA4,Wine - Muscadet Sur Lie,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,Support,Tier 1,Cat1,TypeC,9,32.26
a00P0000006KYZMIA4,Beef - Kobe Striploin,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Development,Coding,Cat1,TypeB,7,14.4
a00P0000006KYZNIA4,"Turkey - Breast, Smoked",amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,Operations,Performance Management,Cat3,TypeA,7,62.2
a00P0000006KYZOIA4,Bread Ww Cluster,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,Operations,Human Resources,Cat2,TypeA,1,82.53
a00P0000006KYZPIA4,Sloe Gin - Mcguinness,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,Operations,Human Resources,Cat2,TypeA,5,89.91
a00P0000006KYZQIA4,Pastry - Mini French Pastries,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,Sales,Sales Engineering,Cat1,TypeA,3,18.35
a00P0000006KYZRIA4,Five Alive Citrus,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,Support,Tier 2,Cat1,TypeC,8,57.32
a00P0000006KYZSIA4,Creme De Cacao Mcguines,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,Development,Coding,Cat3,TypeB,6,16.97
a00P0000006KYZTIA4,"Shrimp, Dried, Small / Lb",ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,Marketing,ABM,Cat3,TypeA,2,52.49
a00P0000006KYZUIA4,Salmon - Sockeye Raw,vel sem sed sagittis nam congue risus semper porta volutpat quam,Operations,Performance Management,Cat3,TypeA,2,88.31
a00P0000006KYZVIA4,Cornish Hen,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,Development,Coding,Cat3,TypeA,9,72.09
a00P0000006KYZWIA4,"Veal - Shank, Pieces",id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,Development,Quality Assurance,Cat2,TypeC,3,43.53
a00P0000006KYZXIA4,"Cheese - Havarti, Roasted Garlic",a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,Support,Tier 2,Cat1,TypeC,2,89.32
a00P0000006KYZYIA4,Crackers - Melba Toast,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,Marketing,ABM,Cat2,TypeA,1,80.72
a00P0000006KYZZIA4,Veal - Inside,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,Sales,Pre Sales,Cat2,TypeB,6,48.55
a00P0000006KYZaIAO,Beets - Pickled,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,Development,Coding,Cat1,TypeC,8,10.15
a00P0000006KYZbIAO,Wine - Magnotta - Cab Franc,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,Operations,Human Resources,Cat1,TypeB,1,55.84
a00P0000006KYZcIAO,Gooseberry,orci vehicula condimentum curabitur in libero ut massa volutpat convallis,Development,Coding,Cat1,TypeA,10,33.99
a00P0000006KYZdIAO,Beef - Tenderloin - Aa,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Sales,Sales Engineering,Cat2,TypeA,5,21.46
a00P0000006KYZeIAO,Puree - Kiwi,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,Development,Coding,Cat1,TypeA,9,54.24
a00P0000006KYZfIAO,Dawn Professionl Pot And Pan,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,Operations,Performance Management,Cat1,TypeB,10,15.31
a00P0000006KYZgIAO,"Salmon - Atlantic, Skin On",quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,Marketing,ABM,Cat3,TypeA,9,16.65
a00P0000006KYZhIAO,Wine - Barolo Fontanafredda,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,Marketing,ABM,Cat2,TypeC,7,89.32
a00P0000006KYZiIAO,"Spoon - Soup, Plastic",at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,Sales,Sales Engineering,Cat1,TypeA,3,17.22
a00P0000006KYZjIAO,Table Cloth 54x54 White,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,Development,Quality Assurance,Cat3,TypeC,7,9.03
a00P0000006KYZkIAO,Quiche Assorted,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,Operations,Human Resources,Cat3,TypeC,7,26.71
a00P0000006KYZlIAO,"Marsala - Sperone, Fine, D.o.c.",primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,Operations,Performance Management,Cat1,TypeA,1,21.04
a00P0000006KYZmIAO,"Shrimp, Dried, Small / Lb",luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,Sales,Sales Engineering,Cat3,TypeA,1,46.14
a00P0000006KYZnIAO,Chicken - Tenderloin,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,Sales,Sales Engineering,Cat1,TypeC,5,46.3
a00P0000006KYZoIAO,Beer - Sleemans Cream Ale,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,Sales,Sales Engineering,Cat1,TypeA,6,6.74
a00P0000006KYZpIAO,Flour - Cake,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,Sales,Sales Engineering,Cat3,TypeA,8,39.81
a00P0000006KYZqIAO,Eel - Smoked,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,Operations,Performance Management,Cat1,TypeB,10,95.08
a00P0000006KYZrIAO,"Lid - High Heat, Super Clear",vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,Development,Coding,Cat2,TypeA,10,64.24
a00P0000006KYZsIAO,Boogies,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,Marketing,ABM,Cat2,TypeC,9,59.29
a00P0000006KYZtIAO,"Crab - Dungeness, Whole, live",sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,Sales,Pre Sales,Cat3,TypeA,6,35.8
a00P0000006KYZuIAO,Yucca,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,Sales,Pre Sales,Cat2,TypeC,5,15.04
a00P0000006KYZvIAO,Lumpfish Black,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,Support,Tier 1,Cat1,TypeC,6,71.95
a00P0000006KYZwIAO,Veal - Inside,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,Support,Tier 1,Cat3,TypeC,9,64.8
a00P0000006KYZxIAO,Appetizer - Veg Assortment,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,Operations,Performance Management,Cat3,TypeB,1,46.99
a00P0000006KYZyIAO,Rabbit - Frozen,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,Development,Quality Assurance,Cat2,TypeB,4,95.77
a00P0000006KYZzIAO,Mikes Hard Lemonade,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,Sales,Pre Sales,Cat3,TypeB,4,51.08
a00P0000006KYa0IAG,Cheese - Cambozola,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,Sales,Pre Sales,Cat3,TypeB,10,4.16
a00P0000006KYa1IAG,Chicken - Bones,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,Operations,Human Resources,Cat3,TypeB,10,80.01
a00P0000006KYa2IAG,Langers - Mango Nectar,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,Support,Tier 2,Cat2,TypeA,2,4.95
a00P0000006KYa3IAG,Mustard Prepared,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,Support,Tier 1,Cat2,TypeB,10,90.74
a00P0000006KYa4IAG,Coffee - Egg Nog Capuccino,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,Development,Quality Assurance,Cat1,TypeA,1,53.35
a00P0000006KYa5IAG,"Salsify, Organic",massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,Development,Quality Assurance,Cat3,TypeB,6,10.97
a00P0000006KYa6IAG,Coffee - 10oz Cup 92961,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,Marketing,ABM,Cat1,TypeA,5,29.44
a00P0000006KYa7IAG,Squash - Butternut,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,Marketing,ABM,Cat1,TypeA,6,80.54
a00P0000006KYa8IAG,"Fish - Base, Bouillion",nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,Marketing,ABM,Cat3,TypeB,5,90.72
a00P0000006KYa9IAG,Pepper - Green,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,Sales,Pre Sales,Cat2,TypeB,6,56.25
a00P0000006KYaAIAW,Sausage - Liver,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,Marketing,ABM,Cat2,TypeB,3,8.83
a00P0000006KYaBIAW,Bagelers,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,Development,Coding,Cat2,TypeC,3,63.5
a00P0000006KYaCIAW,The Pop Shoppe - Lime Rickey,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,Marketing,ABM,Cat1,TypeB,1,70.73
a00P0000006KYaDIAW,Bread Cranberry Foccacia,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,Support,Tier 1,Cat3,TypeC,7,50.49
a00P0000006KYaEIAW,Pear - Halves,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,Development,Quality Assurance,Cat1,TypeA,4,58.1
a00P0000006KYaFIAW,Chicken Breast Wing On,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,Development,Quality Assurance,Cat1,TypeC,3,42.19
a00P0000006KYaGIAW,Lumpfish Black,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,Sales,Pre Sales,Cat2,TypeA,6,36
a00P0000006KYaHIAW,Oats Large Flake,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Marketing,ABM,Cat3,TypeB,1,2.45
a00P0000006KYaIIAW,Chocolate - Milk Coating,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,Operations,Human Resources,Cat2,TypeC,1,54.59
a00P0000006KYaJIAW,"Cup - 3.5oz, Foam",eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,Marketing,ABM,Cat2,TypeC,6,71.78
a00P0000006KYaKIAW,"Wine - Red, Wolf Blass, Yellow",nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,Support,Tier 2,Cat3,TypeB,8,90.16
a00P0000006KYaLIAW,"Pepsi, 355 Ml",in felis donec semper sapien a libero nam dui proin,Marketing,ABM,Cat3,TypeB,3,98.21
a00P0000006KYaMIAW,Raspberries - Fresh,est donec odio justo sollicitudin ut suscipit a feugiat et eros,Support,Tier 3,Cat2,TypeB,4,56.81
a00P0000006KYaNIAW,Cassis,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,Operations,Performance Management,Cat1,TypeB,10,17.69
a00P0000006KYaOIAW,"Placemat - Scallop, White",dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,Operations,Performance Management,Cat2,TypeC,3,91.21
a00P0000006KYaPIAW,"Yogurt - Peach, 175 Gr",natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,Marketing,ABM,Cat3,TypeB,5,6.02
a00P0000006KYaQIAW,Devonshire Cream,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,Marketing,ABM,Cat2,TypeB,1,45.08
a00P0000006KYaRIAW,"Soup - Campbells, Cream Of",iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,Operations,Human Resources,Cat1,TypeA,9,71.11
a00P0000006KYaSIAW,Walkers Special Old Whiskey,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,Development,Quality Assurance,Cat2,TypeA,1,45.02
a00P0000006KYaTIAW,Wine - Spumante Bambino White,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,Support,Tier 3,Cat1,TypeA,2,86.83
a00P0000006KYaUIAW,Sugar - Cubes,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,Marketing,ABM,Cat2,TypeC,9,36.27
a00P0000006KYaVIAW,Table Cloth 144x90 White,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,Development,Quality Assurance,Cat1,TypeC,2,51.78
a00P0000006KYaWIAW,Sobe - Berry Energy,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,Development,Quality Assurance,Cat3,TypeB,2,74.8
a00P0000006KYaXIAW,Beer - Fruli,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,Operations,Performance Management,Cat2,TypeC,6,94.26
a00P0000006KYaYIAW,Soup Campbells - Italian Wedding,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,Marketing,ABM,Cat3,TypeA,4,85.78
a00P0000006KYaZIAW,Barley - Pearl,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,Development,Coding,Cat1,TypeA,3,57.64
a00P0000006KYaaIAG,Catfish - Fillets,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,Marketing,ABM,Cat2,TypeB,2,82.41
a00P0000006KYabIAG,Eggplant - Regular,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,Sales,Sales Engineering,Cat2,TypeB,5,48.65
a00P0000006KYacIAG,Energy - Boo - Koo,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,Sales,Sales Engineering,Cat3,TypeB,1,43.64
a00P0000006KYadIAG,Beer - True North Lager,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,Support,Tier 1,Cat3,TypeA,9,24.42
a00P0000006KYaeIAG,Beer - True North Lager,neque aenean auctor gravida sem praesent id massa id nisl venenatis,Sales,Sales Engineering,Cat2,TypeA,9,89.11
a00P0000006KYafIAG,Red Cod Fillets - 225g,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,Operations,Human Resources,Cat3,TypeA,5,36.26
a00P0000006KYagIAG,Filling - Mince Meat,in est risus auctor sed tristique in tempus sit amet sem fusce,Support,Tier 1,Cat2,TypeB,2,8.76
a00P0000006KYahIAG,Dragon Fruit,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,Operations,Human Resources,Cat2,TypeC,4,28.01
a00P0000006KYaiIAG,Versatainer Nc - 9388,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,Operations,Human Resources,Cat2,TypeB,2,46.68
a00P0000006KYajIAG,Sage - Rubbed,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,Marketing,ABM,Cat3,TypeC,6,59.06
a00P0000006KYakIAG,Cheese - Wine,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,Sales,Pre Sales,Cat2,TypeC,10,92.45
a00P0000006KYalIAG,"Pasta - Lasagna Noodle, Frozen",molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,Development,Quality Assurance,Cat3,TypeB,1,13.18
a00P0000006KYamIAG,Lamb Tenderloin Nz Fr,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,Operations,Performance Management,Cat1,TypeA,7,89.6
a00P0000006KYanIAG,"Wine - White, Concha Y Toro",ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,Operations,Human Resources,Cat2,TypeB,3,2.54
a00P0000006KYaoIAG,"Nut - Pine Nuts, Whole",eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,Operations,Performance Management,Cat1,TypeC,6,52.3
a00P0000006KYapIAG,Duck - Whole,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,Operations,Human Resources,Cat3,TypeB,6,6.14
a00P0000006KYaqIAG,Beer - Creemore,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,Operations,Performance Management,Cat2,TypeA,6,93.04
a00P0000006KYarIAG,Lamb Tenderloin Nz Fr,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,Sales,Pre Sales,Cat1,TypeB,10,5.81
a00P0000006KYasIAG,Wanton Wrap,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,Development,Coding,Cat1,TypeA,8,86.7
a00P0000006KYatIAG,Lettuce - Frisee,ac tellus semper interdum mauris ullamcorper purus sit amet nulla,Sales,Sales Engineering,Cat1,TypeA,7,21.93
a00P0000006KYauIAG,"Turkey - Breast, Boneless Sk On",mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,Marketing,ABM,Cat1,TypeA,8,96.03
a00P0000006KYavIAG,"Lemonade - Mandarin, 591 Ml",non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Sales,Sales Engineering,Cat2,TypeB,4,19.97
a00P0000006KYawIAG,Wine - Magnotta - Bel Paese White,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,Operations,Performance Management,Cat3,TypeA,6,38.11
a00P0000006KYaxIAG,Soap - Mr.clean Floor Soap,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,Development,Quality Assurance,Cat1,TypeB,2,42.37
a00P0000006KYayIAG,"Mushroom - Enoki, Dry",augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,Marketing,ABM,Cat2,TypeC,4,80.33
a00P0000006KYazIAG,"Split Peas - Yellow, Dry",sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,Support,Tier 1,Cat1,TypeC,2,25.31
a00P0000006KYb0IAG,"Salmon - Atlantic, No Skin",suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,Sales,Sales Engineering,Cat2,TypeB,6,56.23
a00P0000006KYb1IAG,Chips - Potato Jalapeno,porta volutpat quam pede lobortis ligula sit amet eleifend pede,Marketing,ABM,Cat1,TypeA,10,76.38
a00P0000006KYb2IAG,Soup Campbells Split Pea And Ham,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,Development,Quality Assurance,Cat1,TypeA,8,27.1
a00P0000006KYb3IAG,Lettuce - Lambs Mash,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,Operations,Human Resources,Cat3,TypeA,5,78.41
a00P0000006KYb4IAG,Smirnoff Green Apple Twist,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,Operations,Human Resources,Cat2,TypeA,6,91.14
a00P0000006KYb5IAG,Pie Shell - 9,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,Support,Tier 3,Cat2,TypeC,2,89.55
a00P0000006KYb6IAG,Tomato - Green,proin at turpis a pede posuere nonummy integer non velit donec diam,Sales,Pre Sales,Cat3,TypeC,6,33.02
a00P0000006KYb7IAG,Eggplant - Regular,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,Development,Coding,Cat1,TypeB,10,88.73
a00P0000006KYb8IAG,Gelatine Powder,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,Marketing,ABM,Cat1,TypeC,1,32.37
a00P0000006KYb9IAG,Beets - Golden,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,Support,Tier 3,Cat3,TypeC,6,45.21
a00P0000006KYbAIAW,"Soup - Beef Conomme, Dry",sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,Operations,Performance Management,Cat1,TypeA,5,39.54
a00P0000006KYbBIAW,Cheese - Mix,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,Sales,Pre Sales,Cat2,TypeA,5,40.67
a00P0000006KYbCIAW,Straw - Regular,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Development,Coding,Cat1,TypeC,3,78.6
a00P0000006KYbDIAW,"Salmon - Atlantic, No Skin",convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,Operations,Human Resources,Cat1,TypeB,2,8.21
a00P0000006KYbEIAW,Chinese Foods - Chicken Wing,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,Support,Tier 1,Cat2,TypeB,2,38.07
a00P0000006KYbFIAW,"Wine - Red, Cooking",a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,Marketing,ABM,Cat3,TypeB,9,26.45
a00P0000006KYbGIAW,"Cheese - Brie,danish",odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,Marketing,ABM,Cat3,TypeC,4,8.15
a00P0000006KYbHIAW,Appetizer - Seafood Assortment,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,Sales,Pre Sales,Cat3,TypeA,7,64.72
a00P0000006KYbIIAW,"Olives - Black, Pitted",cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,Sales,Pre Sales,Cat1,TypeC,10,35.31
a00P0000006KYbJIAW,Lotus Rootlets - Canned,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,Sales,Pre Sales,Cat3,TypeA,5,34.69
a00P0000006KYbKIAW,Wine - Cava Aria Estate Brut,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,Sales,Sales Engineering,Cat1,TypeC,6,34.46
a00P0000006KYbLIAW,Eggwhite Frozen,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,Operations,Performance Management,Cat1,TypeA,5,79.53
a00P0000006KYbMIAW,Sauce Bbq Smokey,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,Support,Tier 2,Cat3,TypeC,5,11.32
a00P0000006KYbNIAW,Melon - Honey Dew,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,Operations,Performance Management,Cat3,TypeA,6,54.87
a00P0000006KYbOIAW,Wine - Taylors Reserve,sapien quis libero nullam sit amet turpis elementum ligula vehicula,Support,Tier 3,Cat3,TypeB,4,8.99
a00P0000006KYbPIAW,Wine - Muscadet Sur Lie,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,Marketing,ABM,Cat3,TypeB,1,49.96
a00P0000006KYbQIAW,Kumquat,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,Operations,Performance Management,Cat3,TypeA,7,57.19
a00P0000006KYbRIAW,"Nut - Pine Nuts, Whole",arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,Sales,Pre Sales,Cat3,TypeA,6,46.81
a00P0000006KYbSIAW,Veal - Slab Bacon,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,Support,Tier 2,Cat1,TypeA,1,59.19
a00P0000006KYbTIAW,Banana,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,Operations,Human Resources,Cat2,TypeA,1,51.08
a00P0000006KYbUIAW,Cake - Miini Cheesecake Cherry,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,Operations,Human Resources,Cat1,TypeB,4,60.78
a00P0000006KYbVIAW,Yokaline,suscipit ligula in lacus curabitur at ipsum ac tellus semper,Sales,Sales Engineering,Cat3,TypeB,3,88.98
a00P0000006KYbWIAW,Wine - Remy Pannier Rose,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,Marketing,ABM,Cat2,TypeA,7,16.84
a00P0000006KYbXIAW,Cookie - Dough Variety,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,Operations,Human Resources,Cat1,TypeA,4,94.28
a00P0000006KYbYIAW,Flour - Teff,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,Operations,Human Resources,Cat1,TypeC,7,19.6
a00P0000006KYbZIAW,Lamb Leg - Bone - In Nz,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,Sales,Sales Engineering,Cat3,TypeA,7,1.51
